flaeche,last_kW,geometry,nodes,building,building:levels,power,ways,Erzeugungsleistung,Netzanschluss
9942.09223941427,29.826276718242813,"POLYGON ((507298.67107740627 5408132.294084439, 507396.9619128673 5408167.283778164, 507428.4042802855 5408079.463006272, 507384.43685293535 5408064.52012233, 507380.07898485643 5408063.035908951, 507383.1497453696 5408055.414249853, 507374.03114028554 5408051.811673203, 507371.01162201253 5408059.544566892, 507366.22105155955 5408057.793004594, 507367.9609593502 5408057.506277547, 507370.25246497267 5408056.37544714, 507372.1856865221 5408054.2103379, 507373.0771299003 5408051.688135884, 507372.5685378538 5408047.75232844, 507371.55784711987 5408046.083564213, 507369.58567229804 5408044.391299434, 507367.443522976 5408043.576991336, 507364.55167363177 5408043.550946281, 507361.99604858574 5408044.592501345, 507360.05586863094 5408046.468583603, 507358.87790045224 5408049.201618143, 507358.92528177967 5408052.236404286, 507360.3234018968 5408055.106226682, 507330.11207881 5408044.483881739, 507298.67107740627 5408132.294084439))","[573972055, 573972053, 573972056, 9504397741, 2571656699, 2571656690, 2571656682, 2571656697, 2571656695, 2571656693, 2571656692, 2571656686, 2571656680, 2571656676, 2571656672, 2571656668, 2571656665, 2571656663, 2571656670, 2571656674, 2571656678, 2571656684, 2571656688, 573972051, 573972055]",commercial,1,,,0.0,
5860.300301037197,58.60300301037197,"POLYGON ((506617.11750429944 5407671.557036542, 506542.1718004493 5407672.691567334, 506540.8246068369 5407594.520918729, 506603.90982376924 5407592.927690338, 506603.8362719822 5407599.263833381, 506615.9119411127 5407598.644494802, 506616.75745258015 5407616.086803039, 506620.7729160748 5407615.847003128, 506620.8149337678 5407623.75066643, 506616.48415707145 5407623.723304286, 506616.6120401969 5407633.505706036, 506616.83427580935 5407650.39146755, 506617.11750429944 5407671.557036542))","[583383355, 583383359, 583383362, 583383371, 583383373, 583383375, 1420047578, 1420047577, 1420047580, 1420047579, 1420150751, 1420150760, 583383355]",yes,1,,,0.0,
1925.3794969685428,13.188849554234519,"POLYGON ((506922.6964889077 5408113.751732447, 506954.4688081349 5408114.791649992, 506958.7079227585 5408046.676837076, 506938.42888663465 5408046.006876344, 506937.78083408036 5408065.470541909, 506926.2945440782 5408065.100571849, 506922.6964889077 5408113.751732447))","[588391414, 588391415, 588391410, 588391411, 588391412, 588391413, 588391414]",yes,1,,,0.0,
784.0921652184594,5.371031331746447,"POLYGON ((507486.18834994134 5407801.468320846, 507455.0933142999 5407830.673469133, 507467.7150920273 5407844.029765356, 507498.8174598311 5407814.824696559, 507486.18834994134 5407801.468320846))","[602388368, 602388369, 602388370, 602388371, 602388368]",yes,1,,,0.0,
1839.3818011267322,12.599765337718116,"POLYGON ((507041.3167363138 5407447.239346042, 507083.0526471702 5407455.140123531, 507085.43522469094 5407440.225213828, 507078.3452044902 5407439.438095061, 507078.9366900664 5407436.092870464, 507083.07627625036 5407436.498298895, 507088.5952924882 5407431.591940189, 507084.07161177386 5407427.27312114, 507085.46011603944 5407420.594050137, 507090.17912787234 5407421.3892852245, 507093.3491895873 5407404.896879594, 507064.2211623283 5407399.368583107, 507061.05243364605 5407414.871665556, 507051.9965927346 5407412.892664199, 507050.6088699493 5407418.982586173, 507044.89267333713 5407423.099484047, 507046.8525268105 5407428.993536841, 507051.57863910106 5407429.977723564, 507050.78724803793 5407434.6899903715, 507044.2923086093 5407433.503482807, 507041.3167363138 5407447.239346042))","[618109630, 618109634, 618109637, 618109641, 618109644, 618109648, 618109655, 618109658, 618109661, 618109664, 618109667, 618109670, 618109672, 618109674, 618109677, 618109679, 618109682, 618109684, 618109687, 618109694, 618109630]",yes,1,,,0.0,
5117.323770467365,51.173237704673646,"POLYGON ((507893.59051399044 5408012.247557234, 507894.1550342592 5407929.588252056, 507948.8959253377 5407929.954884566, 507955.9715834767 5407929.998304133, 507955.4205117788 5408012.879948678, 507893.59051399044 5408012.247557234))","[620717178, 620717174, 1382194624, 620717183, 620717186, 620717178]",yes,1,,,292.0,"Niederspannung (= Hausanschluss/Haushaltsstrom),"
17640.013545231217,186.9841435794509,"POLYGON ((507775.55379304517 5407899.519351882, 507824.2200854531 5407903.255637642, 507819.3710669259 5407979.984008626, 507824.8091690161 5407980.525199909, 507823.69129826874 5407992.584717132, 507829.6863758614 5407993.726968261, 507887.11043628916 5408001.133316046, 507886.62679490837 5407901.775993521, 507890.09796208865 5407902.2366586365, 507891.7229565911 5407848.247552529, 507887.5392688357 5407848.141599137, 507741.0689482049 5407837.053988757, 507735.83606868365 5407889.637496136, 507726.51553395484 5407888.713070606, 507722.15794472577 5407945.410800589, 507772.9298406932 5407949.571967114, 507774.4472838949 5407929.85393216, 507775.2175837436 5407924.863828473, 507775.55379304517 5407899.519351882))","[620782527, 620782517, 2716010182, 2716010183, 620782535, 620782539, 620782537, 653113250, 653113248, 620782513, 1382194503, 620782523, 620782511, 620782514, 620782525, 620782516, 2716010180, 2716010179, 620782527]",retail,1,,,232.0,"Niederspannung (= Hausanschluss/Haushaltsstrom),"
163.44925877424407,1.1196274226035718,"POLYGON ((507828.4263417585 5408002.473656319, 507829.6863758614 5407993.726968261, 507824.68175918504 5407992.886241716, 507824.4378157782 5407994.119798879, 507809.3936682756 5407992.26457678, 507808.49470097886 5408000.022431648, 507828.4263417585 5408002.473656319))","[620782542, 620782539, 2716010184, 620782541, 1382194718, 1382194711, 620782542]",yes,1,,,0.0,
541.2728301560659,3.7077188865690514,"POLYGON ((507747.04185263644 5407991.9554483425, 507791.14634615125 5407997.808320204, 507790.85058187175 5407999.364176514, 507796.0167675482 5408000.1384009775, 507797.82499003847 5407987.746355536, 507748.06191977166 5407981.496514055, 507747.04185263644 5407991.9554483425))","[620782529, 1419621068, 1419621069, 620782530, 620782532, 620782533, 620782529]",yes,1,,,500.0,"Niederspannung (= Hausanschluss/Haushaltsstrom),"
2516.2000343395516,7.548600103018655,"POLYGON ((507759.0898515243 5408317.2657577135, 507797.4749083244 5408322.710564486, 507804.8275707751 5408271.219428325, 507807.836173385 5408271.646048308, 507809.52611188893 5408259.82076292, 507768.13203506917 5408253.93815794, 507759.0898515243 5408317.2657577135))","[653117105, 653117104, 653117102, 653117100, 653117103, 653117101, 653117105]",commercial,1,,,0.0,
2762.004044245703,27.62004044245703,"POLYGON ((507647.85285864386 5407625.773401849, 507650.5495844872 5407629.0786043005, 507664.2917676502 5407617.6144038, 507646.61462710414 5407597.280892157, 507646.0089348413 5407594.678873103, 507634.34800129436 5407597.8866264885, 507589.90753698495 5407609.964974057, 507575.493128855 5407613.836082667, 507563.72239647387 5407616.877091522, 507542.5409397563 5407614.769731138, 507541.3959940783 5407614.657023803, 507540.8176602402 5407624.382916102, 507578.5291838981 5407626.768337443, 507582.5332274377 5407640.379995715, 507600.4503906057 5407635.424281198, 507601.30394678714 5407639.293879203, 507644.52531094337 5407627.5029754015, 507645.06800945365 5407627.859436225, 507647.85285864386 5407625.773401849))","[655272764, 655272762, 655272760, 655272761, 655272763, 1338430109, 1338430115, 655272749, 655272753, 1338430116, 655272751, 655272752, 655272756, 655272750, 1338430120, 1338430121, 655272758, 1338430117, 655272764]",industrial,1,,,0.0,
1410.2201344402022,9.660007920915385,"POLYGON ((507260.94154669665 5407807.429490905, 507269.35292941506 5407807.729449105, 507269.35312511754 5407813.220851941, 507267.5529074934 5407814.674732263, 507267.64292106015 5407818.832308017, 507268.4998026203 5407820.300761003, 507270.8558981287 5407820.359407469, 507271.74574126804 5407819.059970116, 507284.84713227814 5407819.588381458, 507287.518468406 5407769.291062861, 507288.8837370032 5407769.292843682, 507289.1441493507 5407760.978266648, 507259.37480994646 5407759.116454116, 507259.1365922689 5407767.331015457, 507262.8797251926 5407767.60266845, 507260.94154669665 5407807.429490905))","[659914540, 659914543, 1416570362, 1416570372, 659914565, 1416570378, 1416570379, 1416570376, 659914566, 1416570328, 1416570330, 659914541, 1416570315, 659914542, 1416570323, 659914540]",yes,1,,,0.0,
151.4762946470154,1.0376126183320555,"POLYGON ((507270.42555288936 5407869.036687979, 507272.6788530407 5407869.1063177055, 507272.54113314225 5407873.408108093, 507287.4994932391 5407873.883362353, 507287.6754761544 5407868.392188743, 507284.2478155805 5407868.28767322, 507284.3854431574 5407864.063696421, 507276.26036373735 5407863.797436809, 507276.3136403568 5407862.341283924, 507270.647367483 5407862.156048491, 507270.42555288936 5407869.036687979))","[659914573, 1416609260, 1416609277, 1416609283, 1416609255, 659914572, 659914574, 1416609238, 1416609232, 659914571, 659914573]",yes,1,,,0.0,
5113.117687769321,51.13117687769321,"POLYGON ((507133.5717113552 5407810.678097276, 507182.8414242739 5407814.1427749, 507184.28437469184 5407782.263371436, 507173.5831976917 5407781.671579986, 507173.7259670259 5407773.379079167, 507184.9110235678 5407774.42725718, 507187.2499794529 5407736.468448367, 507182.1489570871 5407736.139519548, 507131.7106265947 5407733.329213975, 507130.17755761964 5407755.526304413, 507123.03528678877 5407761.49770934, 507121.0124333231 5407759.116264578, 507112.8211325272 5407758.850158645, 507109.56656784145 5407755.333298054, 507103.5039589063 5407760.805872857, 507102.2479142705 5407773.043210219, 507110.02117405087 5407773.019747583, 507109.4233117106 5407781.389484131, 507104.3001500568 5407781.182876289, 507103.5289431307 5407798.889999918, 507131.5005167069 5407800.18176162, 507131.8053018544 5407791.422586077, 507135.9228987316 5407791.594586242, 507135.6575333912 5407798.219501758, 507134.0428782873 5407798.084045555, 507133.5717113552 5407810.678097276))","[659915411, 659915446, 659915418, 659915419, 659915417, 659915416, 1416609102, 659915404, 659915401, 659915410, 1416609119, 1416609117, 1416609116, 1416609115, 659915407, 659915408, 659915409, 659915415, 659915412, 659915413, 1416609153, 1416609136, 659915414, 1416609145, 1416609143, 659915411]",yes,1,,,0.0,
